Slice center (h^-1 Mpc), Completeness
5.402210888266336951e+03,3.000022569216204693e-01
5.402310889414827216e+03,2.998625475020696984e-01
5.402410890563316570e+03,2.997228662914037112e-01
5.402510891711806835e+03,2.995832132935737357e-01
5.402610892860297099e+03,2.994435885125345531e-01
5.402710894008786454e+03,2.993039919522406112e-01
5.402810895157276718e+03,2.991644236166411952e-01
5.402910896305766073e+03,2.990248835096901980e-01
5.403010897454256337e+03,2.988853716353359613e-01
5.403110898602746602e+03,2.987458879975298243e-01
5.403210899751235957e+03,2.986064326002227376e-01
5.403310900899725311e+03,2.984670054473614331e-01
5.403410902048215576e+03,2.983276065428931978e-01
5.403510903196705840e+03,2.981882358907664843e-01
5.403610904345196104e+03,2.980488934949280244e-01
5.403710905493685459e+03,2.979095793593247166e-01
5.403810906642174814e+03,2.977702934879008501e-01
5.403910907790665078e+03,2.976310358845999926e-01
5.404010908939155343e+03,2.974918065533663780e-01
5.404110910087645607e+03,2.973526054981440736e-01
5.404210911236134962e+03,2.972134327228765915e-01
5.404310912384624316e+03,2.970742882315045019e-01
5.404410913533114581e+03,2.969351720279676532e-01
5.404510914681604845e+03,2.967960841162080032e-01
5.404610915830095109e+03,2.966570245001649009e-01
5.404710916978584464e+03,2.965179931837786387e-01
5.404810918127073819e+03,2.963789901709869556e-01
5.404910919275564083e+03,2.962400154657260365e-01
5.405010920424054348e+03,2.961010690719340643e-01
5.405110921572544612e+03,2.959621509935471129e-01
5.405210922721033967e+03,2.958232612345026435e-01
5.405310923869523322e+03,2.956843997987338435e-01
5.405410925018013586e+03,2.955455666901740108e-01
5.405510926166503850e+03,2.954067619127577204e-01
5.405610927314993205e+03,2.952679854704193252e-01
5.405710928463483469e+03,2.951292373670889591e-01
5.405810929611972824e+03,2.949905176066998091e-01
5.405910930760463089e+03,2.948518261931806217e-01
5.406010931908953353e+03,2.947131631304621968e-01
5.406110933057442708e+03,2.945745284224762228e-01
5.406210934205932972e+03,2.944359220731485594e-01
5.406310935354422327e+03,2.942973440864091739e-01
5.406410936502912591e+03,2.941587944661835374e-01
5.406510937651402855e+03,2.940202732163996191e-01
5.406610938799892210e+03,2.938817803409844998e-01
5.406710939948381565e+03,2.937433158438619851e-01
5.406810941096871829e+03,2.936048797289555479e-01
5.406910942245362094e+03,2.934664720001906590e-01
5.407010943393852358e+03,2.933280926614899031e-01
5.407110944542341713e+03,2.931897417167779185e-01
5.407210945690831068e+03,2.930514191699744586e-01
5.407310946839321332e+03,2.929131250249996654e-01
5.407410947987811596e+03,2.927748592857757348e-01
5.407510949136301861e+03,2.926366219562215321e-01
5.407610950284791215e+03,2.924984130402580318e-01
5.407710951433280570e+03,2.923602325418025449e-01
5.407810952581770835e+03,2.922220804647706616e-01
5.407910953730261099e+03,2.920839568130812469e-01
5.408010954878751363e+03,2.919458615906500021e-01
5.408110956027240718e+03,2.918077948013946266e-01
5.408210957175730073e+03,2.916697564492282124e-01
5.408310958324220337e+03,2.915317465380635187e-01
5.408410959472710601e+03,2.913937650718158023e-01
5.408510960621200866e+03,2.912558120543977669e-01
5.408610961769690221e+03,2.911178874897226154e-01
5.408710962918179575e+03,2.909799913817002204e-01
5.408810964066669840e+03,2.908421237342408983e-01
5.408910965215160104e+03,2.907042845512552987e-01
5.409010966363649459e+03,2.905664738366541822e-01
5.409110967512139723e+03,2.904286915943437575e-01
5.409210968660629078e+03,2.902909378282342301e-01
5.409310969809119342e+03,2.901532125422301434e-01
5.409410970957609607e+03,2.900155157402402595e-01
5.409510972106098961e+03,2.898778474261706761e-01
5.409610973254589226e+03,2.897402076039247709e-01
5.409710974403078581e+03,2.896025962774091411e-01
5.409810975551568845e+03,2.894650134505249439e-01
5.409910976700059109e+03,2.893274591271768892e-01
5.410010977848548464e+03,2.891899333112681880e-01
5.410110978997037819e+03,2.890524360066993315e-01
5.410210980145528083e+03,2.889149672173703109e-01
5.410310981294018347e+03,2.887775269471824502e-01
5.410410982442508612e+03,2.886401152000353520e-01
5.410510983590997967e+03,2.885027319798290635e-01
5.410610984739487321e+03,2.883653772904606893e-01
5.410710985887977586e+03,2.882280511358266684e-01
5.410810987036467850e+03,2.880907535198244940e-01
5.410910988184958114e+03,2.879534844463505494e-01
5.411010989333447469e+03,2.878162439193015509e-01
5.411110990481936824e+03,2.876790319425706066e-01
5.411210991630427088e+03,2.875418485200508245e-01
5.411310992778917353e+03,2.874046936556363674e-01
5.411410993927407617e+03,2.872675673532203988e-01
5.411510995075896972e+03,2.871304696166950832e-01
5.411610996224386327e+03,2.869934004499514746e-01
5.411710997372876591e+03,2.868563598568781292e-01
5.411810998521366855e+03,2.867193478413660457e-01
5.411910999669857119e+03,2.865823644073050569e-01
5.412011000818346474e+03,2.864454095585839966e-01
5.412111001966835829e+03,2.863084832990894779e-01
5.412211003115326093e+03,2.861715856327071150e-01
5.412311004263816358e+03,2.860347165633250754e-01
5.412411005412305713e+03,2.858978760948289732e-01
5.412511006560795977e+03,2.857610642311025351e-01
5.412611007709285332e+03,2.856242809760318191e-01
5.412711008857775596e+03,2.854875263334974989e-01
5.412811010006265860e+03,2.853508003073841337e-01
5.412911011154755215e+03,2.852141029015748397e-01
5.413011012303245479e+03,2.850774341199484030e-01
5.413111013451734834e+03,2.849407939663879952e-01
5.413211014600225099e+03,2.848041824447706261e-01
5.413311015748715363e+03,2.846675995589779684e-01
5.413411016897204718e+03,2.845310453128886974e-01
5.413511018045694072e+03,2.843945197103798228e-01
5.413611019194184337e+03,2.842580227553272443e-01
5.413711020342674601e+03,2.841215544516087488e-01
5.413811021491164865e+03,2.839851148030998473e-01
5.413911022639654220e+03,2.838487038136771612e-01
5.414011023788143575e+03,2.837123214872132593e-01
5.414111024936633839e+03,2.835759678275805995e-01
5.414211026085124104e+03,2.834396428386534716e-01
5.414311027233614368e+03,2.833033465243044446e-01
5.414411028382103723e+03,2.831670788884059209e-01
5.414511029530593078e+03,2.830308399348273052e-01
5.414611030679083342e+03,2.828946296674373917e-01
5.414711031827573606e+03,2.827584480901070840e-01
5.414811032976063871e+03,2.826222952067052874e-01
5.414911034124553225e+03,2.824861710211007959e-01
5.415011035273042580e+03,2.823500755371596282e-01
5.415111036421532845e+03,2.822140087587469703e-01
5.415211037570023109e+03,2.820779706897303951e-01
5.415311038718513373e+03,2.819419613339746444e-01
5.415411039867002728e+03,2.818059806953457369e-01
5.415511041015492083e+03,2.816700287777060274e-01
5.415611042163982347e+03,2.815341055849168717e-01
5.415711043312472611e+03,2.813982111208422343e-01
5.415811044460961966e+03,2.812623453893452474e-01
5.415911045609452231e+03,2.811265083942832699e-01
5.416011046757941585e+03,2.809907001395202664e-01
5.416111047906431850e+03,2.808549206289123190e-01
5.416211049054922114e+03,2.807191698663201174e-01
5.416311050203411469e+03,2.805834478556022971e-01
5.416411051351901733e+03,2.804477546006140520e-01
5.416511052500391088e+03,2.803120901052145175e-01
5.416611053648881352e+03,2.801764543732568336e-01
5.416711054797371617e+03,2.800408474085980814e-01
5.416811055945860971e+03,2.799052692150935107e-01
5.416911057094350326e+03,2.797697197965955951e-01
5.417011058242840591e+03,2.796341991569567531e-01
5.417111059391330855e+03,2.794987073000298472e-01
5.417211060539821119e+03,2.793632442296673513e-01
5.417311061688310474e+03,2.792278099497208510e-01
5.417411062836799829e+03,2.790924044640395452e-01
5.417511063985290093e+03,2.789570277764717443e-01
5.417611065133780357e+03,2.788216798908678129e-01
5.417711066282270622e+03,2.786863608110753399e-01
5.417811067430759977e+03,2.785510705409430243e-01
5.417911068579249331e+03,2.784158090843167899e-01
5.418011069727739596e+03,2.782805764450408947e-01
5.418111070876229860e+03,2.781453726269623172e-01
5.418211072024720124e+03,2.780101976339250380e-01
5.418311073173209479e+03,2.778750514697740925e-01
5.418411074321698834e+03,2.777399341383524067e-01
5.418511075470189098e+03,2.776048456434997425e-01
5.418611076618679363e+03,2.774697859890599694e-01
5.418711077767169627e+03,2.773347551788740151e-01
5.418811078915658982e+03,2.771997532167828626e-01
5.418911080064148337e+03,2.770647801066253857e-01
5.419011081212638601e+03,2.769298358522392367e-01
5.419111082361128865e+03,2.767949204574629563e-01
5.419211083509619129e+03,2.766600339261350294e-01
5.419311084658108484e+03,2.765251762620927201e-01
5.419411085806597839e+03,2.763903474691708495e-01
5.419511086955088103e+03,2.762555475512033509e-01
5.419611088103578368e+03,2.761207765120267110e-01
5.419711089252067723e+03,2.759860343554752515e-01
5.419811090400557987e+03,2.758513210853797970e-01
5.419911091549047342e+03,2.757166367055754463e-01
5.420011092697537606e+03,2.755819812198913588e-01
5.420111093846027870e+03,2.754473546321598021e-01
5.420211094994517225e+03,2.753127569462118784e-01
5.420311096143007489e+03,2.751781881658750262e-01
5.420411097291496844e+03,2.750436482949808470e-01
5.420511098439987109e+03,2.749091373373541702e-01
5.420611099588477373e+03,2.747746552968240996e-01
5.420711100736966728e+03,2.746402021772189062e-01
5.420811101885456083e+03,2.745057779823626976e-01
5.420911103033946347e+03,2.743713827160796370e-01
5.421011104182436611e+03,2.742370163821954421e-01
5.421111105330926875e+03,2.741026789845343314e-01
5.421211106479416230e+03,2.739683705269199687e-01
5.421311107627905585e+03,2.738340910131744077e-01
5.421411108776395849e+03,2.736998404471169821e-01
5.421511109924886114e+03,2.735656188325709115e-01
5.421611111073376378e+03,2.734314261733554186e-01
5.421711112221865733e+03,2.732972624732921685e-01
5.421811113370355088e+03,2.731631277361979415e-01
5.421911114518845352e+03,2.730290219658899620e-01
5.422011115667335616e+03,2.728949451661868975e-01
5.422111116815825881e+03,2.727608973409051396e-01
5.422211117964315235e+03,2.726268784938619127e-01
5.422311119112804590e+03,2.724928886288709995e-01
5.422411120261294855e+03,2.723589277497459604e-01
5.422511121409785119e+03,2.722249958603014663e-01
5.422611122558275383e+03,2.720910929643509113e-01
5.422711123706764738e+03,2.719572190657070232e-01
5.422811124855254093e+03,2.718233741681812532e-01
5.422911126003744357e+03,2.716895582755824434e-01
5.423011127152234621e+03,2.715557713917221005e-01
5.423111128300723976e+03,2.714220135204111761e-01
5.423211129449214241e+03,2.712882846654557922e-01
5.423311130597703595e+03,2.711545848306657347e-01
5.423411131746193860e+03,2.710209140198466260e-01
5.423511132894684124e+03,2.708872722368062536e-01
5.423611134043173479e+03,2.707536594853510725e-01
5.423711135191663743e+03,2.706200757692838743e-01
5.423811136340153098e+03,2.704865210924120023e-01
5.423911137488643362e+03,2.703529954585358053e-01
5.424011138637133627e+03,2.702194988714600732e-01
5.424111139785622981e+03,2.700860313349877084e-01
5.424211140934112336e+03,2.699525928529193930e-01
5.424311142082602601e+03,2.698191834290546431e-01
5.424411143231092865e+03,2.696858030671941964e-01
5.424511144379583129e+03,2.695524517711380685e-01
5.424611145528072484e+03,2.694191295446852763e-01
5.424711146676561839e+03,2.692858363916333375e-01
5.424811147825052103e+03,2.691525723157776606e-01
5.424911148973542367e+03,2.690193373209152639e-01
5.425011150122032632e+03,2.688861314108432765e-01
5.425111151270521987e+03,2.687529545893562744e-01
5.425211152419011341e+03,2.686198068602483890e-01
5.425311153567501606e+03,2.684866882273118094e-01
5.425411154715991870e+03,2.683535986943398899e-01
5.425511155864482134e+03,2.682205382651251524e-01
5.425611157012971489e+03,2.680875069434597857e-01
5.425711158161460844e+03,2.679545047331338137e-01
5.425811159309951108e+03,2.678215316379352617e-01
5.425911160458441373e+03,2.676885876616547089e-01
5.426011161606931637e+03,2.675556728080805136e-01
5.426111162755420992e+03,2.674227870810019780e-01
5.426211163903910347e+03,2.672899304842042412e-01
5.426311165052400611e+03,2.671571030214729414e-01
5.426411166200890875e+03,2.670243046965939393e-01
5.426511167349380230e+03,2.668915355133541500e-01
5.426611168497870494e+03,2.667587954755345492e-01
5.426711169646359849e+03,2.666260845869215523e-01
5.426811170794850113e+03,2.664934028512946362e-01
5.426911171943340378e+03,2.663607502724372189e-01
5.427011173091829733e+03,2.662281268541316637e-01
5.427111174240319997e+03,2.660955326001556709e-01
5.427211175388809352e+03,2.659629675142916039e-01
5.427311176537299616e+03,2.658304316003164414e-01
5.427411177685789880e+03,2.656979248620086609e-01
5.427511178834279235e+03,2.655654473031473506e-01
5.427611179982768590e+03,2.654329989275086565e-01
5.427711181131258854e+03,2.653005797388666154e-01
5.427811182279749119e+03,2.651681897409982058e-01
5.427911183428239383e+03,2.650358289376779641e-01
5.428011184576728738e+03,2.649034973326807041e-01
5.428111185725218093e+03,2.647711949297780754e-01
5.428211186873708357e+03,2.646389217327421717e-01
5.428311188022198621e+03,2.645066777453453088e-01
5.428411189170688885e+03,2.643744629713584149e-01
5.428511190319178240e+03,2.642422774145526954e-01
5.428611191467667595e+03,2.641101210786968023e-01
5.428711192616157859e+03,2.639779939675578890e-01
5.428811193764648124e+03,2.638458960849055512e-01
5.428911194913138388e+03,2.637138274345064981e-01
5.429011196061627743e+03,2.635817880201289931e-01
5.429111197210117098e+03,2.634497778455378025e-01
5.429211198358607362e+03,2.633177969144961938e-01
5.429311199507097626e+03,2.631858452307697660e-01
5.429411200655587891e+03,2.630539227981226746e-01
5.429511201804077245e+03,2.629220296203183538e-01
5.429611202952566600e+03,2.627901657011181835e-01
5.429711204101056865e+03,2.626583310442822672e-01
5.429811205249547129e+03,2.625265256535724290e-01
5.429911206398036484e+03,2.623947495327499935e-01
5.430011207546526748e+03,2.622630026855714558e-01
5.430111208695016103e+03,2.621312851157976964e-01
5.430211209843506367e+03,2.619995968271843223e-01
5.430311210991996631e+03,2.618679378234891053e-01
5.430411212140485986e+03,2.617363081084700949e-01
5.430511213288976251e+03,2.616047076858799558e-01
5.430611214437465605e+03,2.614731365594760715e-01
5.430711215585955870e+03,2.613415947330102740e-01
5.430811216734446134e+03,2.612100822102370046e-01
5.430911217882935489e+03,2.610785989949094277e-01
5.431011219031424844e+03,2.609471450907794310e-01
5.431111220179915108e+03,2.608157205015956825e-01
5.431211221328405372e+03,2.606843252311105696e-01
5.431311222476895637e+03,2.605529592830734265e-01
5.431411223625384991e+03,2.604216226612346974e-01
5.431511224773874346e+03,2.602903153693408300e-01
5.431611225922364611e+03,2.601590374111381609e-01
5.431711227070854875e+03,2.600277887903751917e-01
5.431811228219345139e+03,2.598965695107969820e-01
5.431911229367834494e+03,2.597653795761509232e-01
5.432011230516323849e+03,2.596342189901798547e-01
5.432111231664814113e+03,2.595030877566259497e-01
5.432211232813304377e+03,2.593719858792340460e-01
5.432311233961794642e+03,2.592409133617459838e-01
5.432411235110283997e+03,2.591098702079048799e-01
5.432511236258773351e+03,2.589788564214496880e-01
5.432611237407263616e+03,2.588478720061203608e-01
5.432711238555753880e+03,2.587169169656565737e-01
5.432811239704244144e+03,2.585859913037970581e-01
5.432911240852733499e+03,2.584550950242807121e-01
5.433011242001222854e+03,2.583242281308437138e-01
5.433111243149713118e+03,2.581933906272217416e-01
5.433211244298203383e+03,2.580625825171506404e-01
5.433311245446692737e+03,2.579318038043667549e-01
5.433411246595183002e+03,2.578010544926023773e-01
5.433511247743672357e+03,2.576703345855929639e-01
5.433611248892162621e+03,2.575396440870682535e-01
5.433711250040652885e+03,2.574089830007622037e-01
5.433811251189142240e+03,2.572783513304070513e-01
5.433911252337632504e+03,2.571477490797304255e-01
5.434011253486121859e+03,2.570171762524650627e-01
5.434111254634612123e+03,2.568866328523370379e-01
5.434211255783102388e+03,2.567561188830756458e-01
5.434311256931591743e+03,2.566256343484099034e-01
5.434411258080081097e+03,2.564951792520654972e-01
5.434511259228571362e+03,2.563647535977671699e-01
5.434611260377061626e+03,2.562343573892407189e-01
5.434711261525551890e+03,2.561039906302113311e-01
5.434811262674041245e+03,2.559736533244039158e-01
5.434911263822530600e+03,2.558433454755403846e-01
5.435011264971020864e+03,2.557130670873410949e-01
5.435111266119511129e+03,2.555828181635300678e-01
5.435211267268001393e+03,2.554525987078268834e-01
5.435311268416490748e+03,2.553224087239533979e-01
5.435411269564980103e+03,2.551922482156276373e-01
5.435511270713470367e+03,2.550621171865669612e-01
5.435611271861960631e+03,2.549320156404905058e-01
5.435711273010450896e+03,2.548019435811149647e-01
5.435811274158940250e+03,2.546719010121585303e-01
5.435911275307429605e+03,2.545418879373350096e-01
5.436011276455919869e+03,2.544119043603582098e-01
5.436111277604410134e+03,2.542819502849439361e-01
5.436211278752900398e+03,2.541520257148047190e-01
5.436311279901389753e+03,2.540221306536551982e-01
5.436411281049879108e+03,2.538922651052049617e-01
5.436511282198369372e+03,2.537624290731653742e-01
5.436611283346859636e+03,2.536326225612469676e-01
5.436711284495348991e+03,2.535028455731605512e-01
5.436811285643839255e+03,2.533730981126133819e-01
5.436911286792328610e+03,2.532433801833151032e-01
5.437011287940818875e+03,2.531136917889717508e-01
5.437111289089309139e+03,2.529840329332900817e-01
5.437211290237798494e+03,2.528544036199781297e-01
5.437311291386288758e+03,2.527248038527377672e-01
5.437411292534778113e+03,2.525952336352766392e-01
5.437511293683268377e+03,2.524656929712957298e-01
5.437611294831758642e+03,2.523361818644986321e-01
5.437711295980247996e+03,2.522067003185896605e-01
5.437811297128737351e+03,2.520772483372682449e-01
5.437911298277227615e+03,2.519478259242341478e-01
5.438011299425717880e+03,2.518184330831884643e-01
5.438111300574208144e+03,2.516890698178306240e-01
5.438211301722697499e+03,2.515597361318596126e-01
5.438311302871186854e+03,2.514304320289728056e-01
5.438411304019677118e+03,2.513011575128654695e-01
5.438511305168167382e+03,2.511719125872345915e-01
5.438611306316657647e+03,2.510426972557763259e-01
5.438711307465147001e+03,2.509135115221863277e-01
5.438811308613636356e+03,2.507843553901571432e-01
5.438911309762126621e+03,2.506552288633806524e-01
5.439011310910616885e+03,2.505261319455506785e-01
5.439111312059107149e+03,2.503970646403591016e-01
5.439211313207596504e+03,2.502680269514980793e-01
5.439311314356085859e+03,2.501390188826563277e-01
5.439411315504576123e+03,2.500100404375221186e-01
5.439511316653066388e+03,2.498810916197850562e-01
5.439611317801556652e+03,2.497521724331339121e-01
5.439711318950046007e+03,2.496232828812561810e-01
5.439811320098535361e+03,2.494944229678377201e-01
5.439911321247025626e+03,2.493655926965628045e-01
5.440011322395515890e+03,2.492367920711172913e-01
5.440111323544006154e+03,2.491080210951857887e-01
5.440211324692495509e+03,2.489792797724525719e-01
5.440311325840984864e+03,2.488505681065994180e-01
5.440411326989475128e+03,2.487218861013068272e-01
5.440511328137965393e+03,2.485932337602574371e-01
5.440611329286454747e+03,2.484646110871325808e-01
5.440711330434945012e+03,2.483360180856095389e-01
5.440811331583434367e+03,2.482074547593696445e-01
5.440911332731924631e+03,2.480789211120889293e-01
5.441011333880414895e+03,2.479504171474455065e-01
5.441111335028904250e+03,2.478219428691178228e-01
5.441211336177394514e+03,2.476934982807790508e-01
5.441311337325883869e+03,2.475650833861064715e-01
5.441411338474374134e+03,2.474366981887728134e-01
5.441511339622864398e+03,2.473083426924520545e-01
5.441611340771353753e+03,2.471800169008185610e-01
5.441711341919843107e+03,2.470517208175438684e-01
5.441811343068333372e+03,2.469234544462974579e-01
5.441911344216823636e+03,2.467952177907512257e-01
5.442011345365313900e+03,2.466670108545750695e-01
5.442111346513803255e+03,2.465388336414396364e-01
5.442211347662292610e+03,2.464106861550119931e-01
5.442311348810782874e+03,2.462825683989578740e-01
5.442411349959273139e+03,2.461544803769463441e-01
5.442511351107763403e+03,2.460264220926427492e-01
5.442611352256252758e+03,2.458983935497137119e-01
5.442711353404742113e+03,2.457703947518229126e-01
5.442811354553232377e+03,2.456424257026328661e-01
5.442911355701722641e+03,2.455144864058076970e-01
5.443011356850212906e+03,2.453865768650094759e-01
5.443111357998702260e+03,2.452586970839015224e-01
5.443211359147191615e+03,2.451308470661430483e-01
5.443311360295681880e+03,2.450030268153932378e-01
5.443411361444172144e+03,2.448752363353121630e-01
5.443511362592662408e+03,2.447474756295585641e-01
5.443611363741151763e+03,2.446197447017908755e-01
5.443711364889641118e+03,2.444920435556658111e-01
5.443811366038131382e+03,2.443643721948380865e-01
5.443911367186621646e+03,2.442367306229640267e-01
5.444011368335111001e+03,2.441091188436999571e-01
5.444111369483601266e+03,2.439815368606969015e-01
5.444211370632090620e+03,2.438539846776111575e-01
5.444311371780580885e+03,2.437264622980925555e-01
5.444411372929071149e+03,2.435989697257940900e-01
5.444511374077560504e+03,2.434715069643672014e-01
5.444611375226050768e+03,2.433440740174604433e-01
5.444711376374540123e+03,2.432166708887251727e-01
5.444811377523030387e+03,2.430892975818079449e-01
5.444911378671520652e+03,2.429619541003576744e-01
5.445011379820010006e+03,2.428346404480229148e-01
5.445111380968499361e+03,2.427073566284484729e-01
5.445211382116989626e+03,2.425801026452792664e-01
5.445311383265479890e+03,2.424528785021609067e-01
5.445411384413970154e+03,2.423256842027374514e-01
5.445511385562459509e+03,2.421985197506537346e-01
5.445611386710948864e+03,2.420713851495508995e-01
5.445711387859439128e+03,2.419442804030697280e-01
5.445811389007929392e+03,2.418172055148525568e-01
5.445911390156419657e+03,2.416901604885393628e-01
5.446011391304909012e+03,2.415631453277708451e-01
5.446111392453398366e+03,2.414361600361848992e-01
5.446211393601888631e+03,2.413092046174181715e-01
5.446311394750378895e+03,2.411822790751089463e-01
5.446411395898869159e+03,2.410553834128938422e-01
5.446511397047358514e+03,2.409285176344099222e-01
5.446611398195847869e+03,2.408016817432901413e-01
5.446711399344338133e+03,2.406748757431687036e-01
5.446811400492828398e+03,2.405480996376793412e-01
5.446911401641318662e+03,2.404213534304554256e-01
5.447011402789808017e+03,2.402946371251290791e-01
5.447111403938297371e+03,2.401679507253307866e-01
5.447211405086787636e+03,2.400412942346898393e-01
5.447311406235277900e+03,2.399146676568371106e-01
5.447411407383767255e+03,2.397880709954018641e-01
5.447511408532257519e+03,2.396615042540108931e-01
5.447611409680746874e+03,2.395349674362926284e-01
5.447711410829237138e+03,2.394084605458726422e-01
5.447811411977727403e+03,2.392819835863768951e-01
5.447911413126216758e+03,2.391555365614318196e-01
5.448011414274707022e+03,2.390291194746592129e-01
5.448111415423196377e+03,2.389027323296850913e-01
5.448211416571686641e+03,2.387763751301297255e-01
5.448311417720176905e+03,2.386500478796165503e-01
5.448411418868666260e+03,2.385237505817674741e-01
5.448511420017155615e+03,2.383974832402019350e-01
5.448611421165645879e+03,2.382712458585380666e-01
5.448711422314136144e+03,2.381450384403969445e-01
5.448811423462626408e+03,2.380188609893955365e-01
5.448911424611115763e+03,2.378927135091527811e-01
5.449011425759605117e+03,2.377665960032840642e-01
5.449111426908095382e+03,2.376405084754042440e-01
5.449211428056585646e+03,2.375144509291294281e-01
5.449311429205075910e+03,2.373884233680737255e-01
5.449411430353565265e+03,2.372624257958520222e-01
5.449511431502054620e+03,2.371364582160755408e-01
5.449611432650544884e+03,2.370105206323558644e-01
5.449711433799035149e+03,2.368846130483046319e-01
5.449811434947525413e+03,2.367587354675322331e-01
5.449911436096014768e+03,2.366328878936502511e-01
5.450011437244504123e+03,2.365070703302654398e-01
5.450111438392994387e+03,2.363812827809856354e-01
5.450211439541484651e+03,2.362555252494188407e-01
5.450311440689974916e+03,2.361297977391721148e-01
5.450411441838464270e+03,2.360041002538517674e-01
5.450511442986953625e+03,2.358784327970619987e-01
5.450611444135443890e+03,2.357527953724062320e-01
5.450711445283934154e+03,2.356271879834891114e-01
5.450811446432423509e+03,2.355016106339140325e-01
5.450911447580913773e+03,2.353760633272811709e-01
5.451011448729403128e+03,2.352505460671934501e-01
5.451111449877893392e+03,2.351250588572498246e-01
5.451211451026383656e+03,2.349996017010499982e-01
5.451311452174873011e+03,2.348741746021953403e-01
5.451411453323363276e+03,2.347487775642806140e-01
5.451511454471852630e+03,2.346234105909059953e-01
5.451611455620342895e+03,2.344980736856653869e-01
5.451711456768833159e+03,2.343727668521561058e-01
5.451811457917322514e+03,2.342474900939745808e-01
5.451911459065811869e+03,2.341222434147131326e-01
5.452011460214302133e+03,2.339970268179644985e-01
5.452111461362792397e+03,2.338718403073226371e-01
5.452211462511282662e+03,2.337466838863790919e-01
5.452311463659772016e+03,2.336215575587266280e-01
5.452411464808261371e+03,2.334964613279546242e-01
5.452511465956751636e+03,2.333713951976509882e-01
5.452611467105241900e+03,2.332463591714063755e-01
5.452711468253732164e+03,2.331213532528081667e-01
5.452811469402221519e+03,2.329963774454450465e-01
5.452911470550710874e+03,2.328714317529027578e-01
5.453011471699201138e+03,2.327465161787654613e-01
5.453111472847691402e+03,2.326216307266196770e-01
5.453211473996181667e+03,2.324967754000492048e-01
5.453311475144671022e+03,2.323719502026389550e-01
5.453411476293160376e+03,2.322471551379701737e-01
5.453511477441650641e+03,2.321223902096236913e-01
5.453611478590140905e+03,2.319976554211816422e-01
5.453711479738631169e+03,2.318729507762248288e-01
5.453811480887120524e+03,2.317482762783332761e-01
5.453911482035609879e+03,2.316236319310853720e-01
5.454011483184100143e+03,2.314990177380574776e-01
5.454111484332590408e+03,2.313744337028279252e-01
5.454211485481079762e+03,2.312498798289742974e-01
5.454311486629570027e+03,2.311253561200700968e-01
5.454411487778059382e+03,2.310008625796928228e-01
5.454511488926549646e+03,2.308763992114139241e-01
5.454611490075039910e+03,2.307519660188080690e-01
5.454711491223529265e+03,2.306275630054491488e-01
5.454811492372019529e+03,2.305031901749061141e-01
5.454911493520508884e+03,2.303788475307524120e-01
5.455011494668999148e+03,2.302545350765561605e-01
5.455111495817489413e+03,2.301302528158883642e-01
5.455211496965978768e+03,2.300060007523179739e-01
5.455311498114468122e+03,2.298817788894127190e-01
5.455411499262958387e+03,2.297575872307378309e-01
5.455511500411448651e+03,2.296334257798610390e-01
5.455611501559938915e+03,2.295092945403476026e-01
5.455711502708428270e+03,2.293851935157643906e-01
5.455811503856917625e+03,2.292611227096730264e-01
5.455911505005407889e+03,2.291370821256366319e-01
5.456011506153898154e+03,2.290130717672184957e-01
5.456111507302388418e+03,2.288890916379801022e-01
5.456211508450877773e+03,2.287651417414834631e-01
5.456311509599367128e+03,2.286412220812877039e-01
5.456411510747857392e+03,2.285173326609506450e-01
5.456511511896347656e+03,2.283934734840330494e-01
5.456611513044837920e+03,2.282696445540915720e-01
5.456711514193327275e+03,2.281458458746844498e-01
5.456811515341816630e+03,2.280220774493675606e-01
5.456911516490306894e+03,2.278983392816946174e-01
5.457011517638797159e+03,2.277746313752210816e-01
5.457111518787287423e+03,2.276509537335014710e-01
5.457211519935776778e+03,2.275273063600900258e-01
5.457311521084266133e+03,2.274036892585372116e-01
5.457411522232756397e+03,2.272801024323943264e-01
5.457511523381246661e+03,2.271565458852122799e-01
5.457611524529736016e+03,2.270330196205431750e-01
5.457711525678226280e+03,2.269095236419330086e-01
5.457811526826715635e+03,2.267860579529330789e-01
5.457911527975205900e+03,2.266626225570885500e-01
5.458011529123696164e+03,2.265392174579474172e-01
5.458111530272185519e+03,2.264158426590568707e-01
5.458211531420675783e+03,2.262924981639596600e-01
5.458311532569165138e+03,2.261691839762025313e-01
5.458411533717655402e+03,2.260459000993273737e-01
5.458511534866145666e+03,2.259226465368781023e-01
5.458611536014635021e+03,2.257994232923977995e-01
5.458711537163124376e+03,2.256762303694267169e-01
5.458811538311614640e+03,2.255530677715046894e-01
5.458911539460104905e+03,2.254299355021719131e-01
5.459011540608595169e+03,2.253068335649678067e-01
5.459111541757084524e+03,2.251837619634313448e-01
5.459211542905573879e+03,2.250607207010995314e-01
5.459311544054064143e+03,2.249377097815072057e-01
5.459411545202554407e+03,2.248147292081921489e-01
5.459511546351044672e+03,2.246917789846884506e-01
5.459611547499534026e+03,2.245688591145322266e-01
5.459711548648023381e+03,2.244459696012554850e-01
5.459811549796513646e+03,2.243231104483902894e-01
5.459911550945003910e+03,2.242002816594690362e-01
5.460011552093494174e+03,2.240774832380233450e-01
5.460111553241983529e+03,2.239547151875844189e-01
5.460211554390472884e+03,2.238319775116810184e-01
5.460311555538963148e+03,2.237092702138410438e-01
