r min,r max,DD count,DR count,RR count,Landy Szalay,Pois Error
1.9867999999999997,2.501243269175614,580.0,2671,12681.0,3.4683012161586655,0.1855361093134731
2.501243269175614,3.148891630559852,1016.0,5322,25063.0,2.931076289278958,0.12332883190745267
3.148891630559852,3.9642359554566404,1510.0,10625,49108.0,1.9118292868247129,0.07493374466692575
3.9642359554566404,4.9906978563568964,2545.0,20943,97681.0,1.4618908909399921,0.048800571508188895
4.9906978563568964,6.282942128901679,3991.0,41305,191675.0,0.9276214395395395,0.030512717215036296
6.282942128901679,7.909787955775735,6986.0,81601,376648.0,0.6886384277119297,0.023387984948005775
7.909787955775735,9.957873910303201,12360.0,159078,737780.0,0.5194555913400855,0.02104476832709359
9.957873910303201,12.53627194153681,22275.0,308341,1430669.0,0.4020516203870728,0.019418699501213717
12.53627194153681,15.782296061165722,40207.0,597375,2757934.0,0.29213638959652494,0.01789635124649044
15.782296061165722,19.868815077072455,72911.0,1142583,5253891.0,0.21329700126706985,0.01680440971697206
19.868815077072455,25.013458817204786,128339.0,2168554,9887102.0,0.10499478283932948,0.015304402010848879
25.013458817204786,31.49020812630102,228254.0,4025872,18248762.0,0.04494308873124274,0.01447267385942618
31.49020812630102,39.643985867148025,397356.0,7223509,32835411.0,0.01048161551451177,0.013995375461111804
39.643985867148025,49.90902597820472,669426.0,12381254,56885091.0,0.0005113047294648577,0.013857284633175608
49.90902597820472,62.831998841904316,1080761.0,20094531,93118465.0,0.0029185630141820174,0.013890625648993429
62.831998841904316,79.10112451789968,1576952.0,29398255,138938526.0,0.01931822691347975,0.014117764322456428
79.10112451789968,99.5828242825744,1801157.0,35230296,174427378.0,0.01305975177017739,0.014031083171508467
99.5828242825744,125.36786237280404,1548475.0,31569810,161385404.0,0.0035170392561167437,0.013898914666410307
125.36786237280404,157.8294352380265,1186187.0,25072551,132122723.0,0.0003118730135206832,0.013854522463433341
157.8294352380265,198.69630187583152,863081.0,20153039,109544015.0,-0.051664214907528205,0.013134643096717252
198.69630187583152,250.14484984749842,829696.0,18322416,96936718.0,-0.03404282972236414,0.013378702857948703
250.14484984749842,314.9149999999999,899498.0,18717302,96292002.0,-0.00947217926231691,0.013719011353652515
