r min,r max,DD count,DR count,RR count,Landy Szalay,Pois Error
1.9867999999999997,2.501243269175614,563.0,2070,9648.0,4.690999955846042,0.2398470519801886
2.501243269175614,3.148891630559852,918.0,4044,19416.0,3.6461523271538456,0.15334587703422461
3.148891630559852,3.9642359554566404,1428.0,7853,38055.0,2.689603002536838,0.09763724921567565
3.9642359554566404,4.9906978563568964,2272.0,15828,75819.0,1.9096002125528486,0.06104205646176087
4.9906978563568964,6.282942128901679,3694.0,31591,148349.0,1.3610696745055921,0.03884725690020857
6.282942128901679,7.909787955775735,6187.0,61796,292244.0,1.002964300996706,0.028616695948537954
7.909787955775735,9.957873910303201,10862.0,121339,569990.0,0.7772493477126129,0.025391867534993517
9.957873910303201,12.53627194153681,18679.0,236066,1107226.0,0.5553133780578575,0.022221030111434004
12.53627194153681,15.782296061165722,32122.0,458543,2136695.0,0.35763121837105466,0.019396711048237245
15.782296061165722,19.868815077072455,56876.0,883370,4076601.0,0.22855472099968482,0.017552572898825055
19.868815077072455,25.013458817204786,100115.0,1670210,7670215.0,0.12800104385026878,0.016115945194546757
25.013458817204786,31.49020812630102,175986.0,3102635,14169744.0,0.0526375801755972,0.01503921440881404
31.49020812630102,39.643985867148025,301658.0,5566711,25499551.0,0.00019295300240400743,0.014289928987599653
39.643985867148025,49.90902597820472,505464.0,9582857,44206005.0,-0.024089964521689156,0.013942994762568977
49.90902597820472,62.831998841904316,829742.0,15565936,72522887.0,-0.001983501397671172,0.014258833608724545
62.831998841904316,79.10112451789968,1218554.0,22847268,108820695.0,0.020496739178910792,0.014580012677722383
79.10112451789968,99.5828242825744,1429789.0,27775955,137890844.0,0.02278712481642971,0.014612735811809777
99.5828242825744,125.36786237280404,1261400.0,25683960,131575278.0,0.006871341942193593,0.014385344280633549
125.36786237280404,157.8294352380265,1018094.0,21805887,115032303.0,-0.010379767753048661,0.014138874705175834
157.8294352380265,198.69630187583152,872041.0,19570623,104346332.0,-0.03963512162738874,0.013720898425582495
198.69630187583152,250.14484984749842,888936.0,19019339,98797425.0,-0.025123616805377304,0.01392822679436101
250.14484984749842,314.9149999999999,919985.0,19095267,98187069.0,-0.007600783233117187,0.014178578535649994
