x, y,y_u,y_d,y_err
0.593908629441624,5.16835016835017,5.53872053872054,4.7979797979798,0.740740740740741
0.989847715736041,5.06734006734007,5.37037037037037,4.7979797979798,0.572390572390573
1.49746192893401,4.96632996632997,5.3030303030303,4.62962962962963,0.673400673400673
1.99492385786802,5.2020202020202,5.53872053872054,4.7979797979798,0.740740740740741
3,5.43771043771044,5.84175084175084,5.1010101010101,0.740740740740741
3.99492385786802,5.77441077441077,6.14478114478114,5.4040404040404,0.740740740740741
5,6.38047138047138,6.78451178451178,6.01010101010101,0.774410774410774
6.00507614213198,7.25589225589226,7.62626262626263,6.91919191919192,0.707070707070708
