r min,r max,DD count,DR count,RR count,Landy Szalay,Pois Error
1.9867999999999997,2.501243269175614,1090.0,2201,5172.0,4.141415374714192,0.15572898139751568
2.501243269175614,3.148891630559852,1827.0,4266,10394.0,3.3426092904980322,0.10159714021463356
3.148891630559852,3.9642359554566404,2697.0,8348,20868.0,2.2311304072960487,0.06221770868185356
3.9642359554566404,4.9906978563568964,4211.0,16826,40509.0,1.5222322309186656,0.03886802294273319
4.9906978563568964,6.282942128901679,7010.0,33162,79948.0,1.1182936108738206,0.025300386012146174
6.282942128901679,7.909787955775735,11966.0,64858,157472.0,0.8405457490438896,0.018405457490438898
7.909787955775735,9.957873910303201,20557.0,127296,307988.0,0.6022534894600153,0.016022534894600152
9.957873910303201,12.53627194153681,35863.0,248754,598422.0,0.419977221046882,0.014199772210468819
12.53627194153681,15.782296061165722,63256.0,482915,1156952.0,0.2800045431033139,0.012800045431033137
15.782296061165722,19.868815077072455,112454.0,928624,2210787.0,0.17158360027132863,0.011715836002713286
19.868815077072455,25.013458817204786,201081.0,1768893,4176748.0,0.08616442541427523,0.010861644254142752
25.013458817204786,31.49020812630102,358653.0,3290194,7753576.0,0.03481972668324551,0.010348197266832455
31.49020812630102,39.643985867148025,625042.0,5963065,14050585.0,-0.009739344267807924,0.00990260655732192
39.643985867148025,49.90902597820472,1066503.0,10379564,24640603.0,-0.02400391030520128,0.009759960896947986
49.90902597820472,62.831998841904316,1762752.0,17098677,41051276.0,-0.008966183553328455,0.009910338164466716
62.831998841904316,79.10112451789968,2652300.0,25695382,63074955.0,0.014481495368693595,0.010144814953686935
79.10112451789968,99.5828242825744,3286143.0,33065214,84006751.0,0.010048424140273276,0.010100484241402731
99.5828242825744,125.36786237280404,3449483.0,35201253,89516570.0,-0.002705646772820007,0.0099729435322718
125.36786237280404,157.8294352380265,3648593.0,36685700,92432305.0,0.0024839420134722865,0.010024839420134723
157.8294352380265,198.69630187583152,3900380.0,39376785,99490319.0,0.0012828707349308867,0.010012828707349309
198.69630187583152,250.14484984749842,4149228.0,42415371,107532019.0,-0.007454478995427507,0.009925455210045725
250.14484984749842,314.9149999999999,4522681.0,45977036,116093664.0,-0.0061230475917559615,0.00993876952408244
